Rank,FAA Region,ST,Locid,City,Airport Name,Arpt Category,Hub,CY 12 Enplanements,CY 11 Enplanements,% Change
325,GL,ND,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,23729,19001,0.2488
326,WP,AZ,PGA,Page,Page Municipal,P,N,23462,23938,-0.0199
327,NM,WA,BFI,Seattle,Boeing Field/King County International,P,N,23078,34434,-0.3298
328,GL,WI,EAU,Eau Claire,Chippewa Valley Regional,P,N,22907,19097,0.1995
329,GL,MN,BJI,Bemidji,Bemidji Regional,P,N,22374,23910,-0.0642
331,NM,ID,PIH,Arbon Valley,Pocatello Regional,P,N,22214,21566,0.03
332,GL,MI,CVX,Charlevoix,Charlevoix Municipal,P,N,21309,16852,0.2645
333,AL,AK,LHD,Anchorage,Lake Hood,P,N,21033,23497,-0.1049
334,NM,MT,BTM,Butte,Bert Mooney,P,N,20895,24806,-0.1577
335,SO,KY,PAH,Paducah,Barkley Regional,P,N,20734,17978,0.1533
336,AL,AK,MRI,Anchorage,Merrill Field,P,N,20163,23344,-0.1363
337,GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,19824,18717,0.0591
338,CE,IA,ALO,Waterloo,Waterloo Regional,P,N,19522,22297,-0.1245
339,WP,CA,CIC,Chico,Chico Municipal,P,N,19269,20881,-0.0772
340,SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,18901,20353,-0.0713
341,AL,AK,PSG,Petersburg,Petersburg James A Johnson,P,N,18800,18318,0.0263
342,SW,TX,GGG,Longview,East Texas Regional,P,N,18787,21112,-0.1101
344,CE,KS,GCK,Garden City,Garden City Regional,P,N,18375,11690,0.5719
345,NM,OR,OTH,North Bend,Southwest Oregon Regional,P,N,18283,22066,-0.1714
346,GL,MI,MKG,Muskegon,Muskegon County,P,N,17816,14101,0.2635
347,SW,NM,HOB,Hobbs,Lea County Regional,P,N,17111,7346,1.3293
349,EA,NY,ART,Watertown,Watertown International,P,N,16988,4449,2.8184
351,SW,NM,FMN,Farmington,Four Corners Regional,P,N,16337,16322,0.0009
352,AL,AK,VDZ,Valdez,Valdez Pioneer Field,P,N,16087,16147,-0.0037
353,AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,16061,17731,-0.0942
354,NM,UT,CDC,Cedar City,Cedar City Regional,P,N,15881,8690,0.8275
355,NE,ME,RKD,Rockland,Knox County Regional,P,N,15720,16680,-0.0576
356,GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,15630,17574,-0.1106
357,GL,MN,INL,International Falls,Falls International,P,N,15240,15157,0.0055
358,NM,OR,LMT,Klamath Falls,Klamath Falls,P,N,15237,15856,-0.039
359,AL,AK,ANI,Aniak,Aniak,P,N,15220,16217,-0.0615
361,EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,P,N,15179,12033,0.2614
362,NM,WY,CYS,Cheyenne,Cheyenne Regional/Jerry Olson Field,P,N,15010,25112,-0.4023
364,WP,CA,MOD,Modesto,Modesto City County-Harry Sham Field,P,N,14741,18683,-0.211
365,AL,AK,GAL,Galena,Edward G. Pitka Sr,P,N,14563,10862,0.3407
366,SO,MS,MEI,Meridian,Key Field,P,N,14432,18008,-0.1986
368,SO,MS,PIB,Moselle,Hattiesburg-Laurel Regional,P,N,13857,16095,-0.139
371,GL,MI,ESC,Escanaba,Delta County,P,N,13480,13478,0.0001
372,WP,MP,GRO,Rota Island,Benjamin Taisacan Mangiona International,P,N,13206,20961,-0.37
373,NM,WY,RIW,Riverton,Riverton Regional,P,N,13189,14299,-0.0776
375,AL,AK,UNK,Unalakleet,Unalakleet,P,N,13070,12332,0.0598
376,GL,MI,APN,Alpena,Alpena County Regional,P,N,13011,12320,0.0561
377,NM,WY,SHR,Sheridan,Sheridan County,P,N,12889,13324,-0.0326
378,AL,AK,KSM,St Mary's,St Mary's,P,N,12711,12415,0.0238
379,WP,CA,CEC,Crescent City,Jack McNamara Field,P,N,12547,14887,-0.1572
380,CE,NE,EAR,Kearney,Kearney Regional,P,N,12480,11019,0.1326
381,NE,ME,PQI,Presque Isle,Northern Maine Regional Airport at Presque Isle,P,N,12412,14264,-0.1298
382,AL,AK,MBA,Manokotak,Manokotak,P,N,12363,11828,0.0452
383,NE,MA,EWB,New Bedford,New Bedford Regional,P,N,12256,11152,0.099
385,GL,MN,HIB,Hibbing,Range Regional,P,N,11921,12272,-0.0286
386,NM,MT,SDY,Sidney,Sidney-Richland Municipal,P,N,11858,5557,1.1339
388,GL,SD,PIR,Pierre,Pierre Regional,P,N,11685,14802,-0.2106
389,SW,TX,DRT,Del Rio,Del Rio International,P,N,11632,8438,0.3785
390,NE,MA,PVC,Provincetown,Provincetown Municipal,P,N,11580,10967,0.0559
391,NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,11555,11283,0.0241
392,GL,IN,GYY,Gary,Gary/Chicago International,P,N,11443,1420,7.0585
393,AL,AK,WRG,Wrangell,Wrangell,P,N,11434,11674,-0.0206
394,GL,IL,MWA,Marion,Williamson County Regional,P,N,11411,10558,0.0808
395,CE,NE,LBF,North Platte,North Platte Regional Airport Lee Bird Field,P,N,11210,10962,0.0226
396,GL,WI,RHI,Rhinelander,Rhinelander-Oneida County,P,N,11119,26764,-0.5846
397,NE,MA,BED,Bedford,Laurence G Hanscom Field,P,N,11097,10893,0.0187
398,EA,WV,LWB,Lewisburg,Greenbrier Valley,P,N,10849,17281,-0.3722
399,NE,RI,BID,Block Island,Block Island State,P,N,10841,10164,0.0666
403,CE,KS,LBL,Liberal,Liberal Mid-America Regional,P,N,10487,8007,0.3097
404,CE,KS,HYS,Hays,Hays Regional,P,N,10381,11397,-0.0891
405,CE,NE,BFF,Scottsbluff,Western Nebraska Regional/William B. Heilig Field,P,N,10356,9912,0.0448
406,EA,WV,MGW,Morgantown,Morgantown Municipal-Walter L. Bill Hart Field,P,N,10239,10674,-0.0408
407,EA,MD,HGR,Hagerstown,Hagerstown Regional-Richard A Henson Field,P,N,10207,5618,0.8168
408,WP,MP,TNI,Tinian (Municipality),Tinian International,P,N,10203,16706,-0.3893
409,NE,NH,LEB,Lebanon,Lebanon Municipal,P,N,10191,9106,0.1192
410,GL,IL,UIN,Quincy,Quincy Regional-Baldwin Field,P,N,10165,9083,0.1191
411,EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,10153,12012,-0.1548
412,AL,AK,YAK,Yakutat,Yakutat,P,N,10100,10517,-0.0397
413,AL,AK,HNS,Haines,Haines,P,N,10093,8618,0.1712
414,NE,RI,WST,Westerly,Westerly State,P,N,10067,9203,0.0939
415,NE,ME,BHB,Bar Harbor,Hancock County-Bar Harbor,P,N,10006,12510,-0.2002
,,,251,Nonhubs,,, ,,,
,,,389,Primary Airports,,, ,,,
417,AL,AK,ENM,Emmonak,Emmonak,CS,None,9854,9174,0.0741
418,NM,CO,PUB,Pueblo,Pueblo Memorial,CS,None,9812,22470,-0.5633
419,AL,AK,HNH,Hoonah,Hoonah,CS,None,9564,10815,-0.1157
420,AL,AK,GST,Gustavus,Gustavus,CS,None,9509,11537,-0.1758
422,AL,AK,CDB,Cold Bay,Cold Bay,CS,None,9463,9395,0.0072
423,SO,PR,CPX,Culebra,Benjamin Rivera Noriega,CS,None,9455,8979,0.053
425,GL,MI,IMT,Iron Mountain,Ford,CS,None,8755,11324,-0.2269
429,EA,WV,PKB,Parkersburg,Mid-Ohio Valley Regional,CS,None,8292,7551,0.0981
430,SO,MS,TUP,Tupelo,Tupelo Regional,CS,None,8191,12615,-0.3507
432,NM,WY,LAR,Laramie,Laramie Regional,CS,None,8131,8493,-0.0426
433,NM,UT,CNY,Moab,Canyonlands Field,CS,None,7955,9181,-0.1335
434,AL,AK,FYU,Fort Yukon,Fort Yukon,CS,None,7948,9444,-0.1584
435,CE,MO,TBN,Fort Leonard Wood (U.S. Army),Waynesville-St. Robert Regional Forney Field,CS,None,7894,6978,0.1313
436,CE,IA,BRL,Burlington,Southeast Iowa Regional,CS,None,7887,7020,0.1235
437,NM,CO,TEX,Telluride,Telluride Regional,CS,None,7828,11017,-0.2895
438,GL,IL,DEC,Decatur,Decatur,CS,None,7753,7808,-0.007
439,EA,NY,FRG,North Babylon,Republic,CS,None,7752,8638,-0.1026
440,NM,CO,CEZ,Cortez,Cortez Municipal,CS,None,7548,6989,0.08
441,AL,AK,SGY,Skagway,Skagway,CS,None,7532,8244,-0.0864
442,NM,UT,VEL,Vernal,Vernal Regional,CS,None,7370,5645,0.3056
445,AL,AK,ILI,Iliamna,Iliamna,CS,None,7036,7396,-0.0487
446,WP,CA,IYK,Inyokern,Inyokern,CS,None,7024,8711,-0.1937
447,EA,PA,JST,Johnstown,John Murtha Johnstown-Cambria County,CS,None,6986,7956,-0.1219
448,NM,CO,ALS,Alamosa,San Luis Valley Regional/Bergman Field,CS,None,6959,7104,-0.0204
449,AL,AK,AQH,Quinhagak,Quinhagak,CS,None,6583,6392,0.0299
450,GL,OH,LCK,Columbus,Rickenbacker International,CS,None,6513,7597,-0.1427
451,EA,NJ,TTN,Trenton,Trenton Mercer,CS,None,6459,3414,0.8919
452,GL,SD,ATY,Watertown,Watertown Regional,CS,None,6254,8984,-0.3039
453,CE,MO,CGI,Scott City,Cape Girardeau Regional,CS,None,6232,5940,0.0492
454,CE,KS,DDC,Dodge City,Dodge City Regional,CS,None,6155,4501,0.3675
457,CE,IA,MCW,Mason City,Mason City Municipal,CS,None,6029,11594,-0.48
458,EA,NY,SLK,Saranac Lake,Adirondack Regional,CS,None,6018,5770,0.043
459,NE,VT,RUT,Rutland,Rutland - Southern Vermont Regional,CS,None,5916,5997,-0.0135
460,SO,PR,MAZ,Mayaguez,Eugenio Maria De Hostos,CS,None,5856,4961,0.1804
461,NM,WA,CLM,Port Angeles,William R Fairchild International,CS,None,5853,8242,-0.2899
462,EA,PA,LNS,Lititz,Lancaster,CS,None,5779,7575,-0.2371
465,CE,MO,IRK,Kirksville,Kirksville Regional,CS,None,5744,5100,0.1263
466,CE,IA,FOD,Fort Dodge,Fort Dodge Regional,CS,None,5625,10866,-0.4823
467,SW,TX,BPT,Beaumont,Jack Brooks Regional,CS,None,5571,13670,-0.5925
468,AL,AK,VAK,Chevak,Chevak,CS,None,5559,5578,-0.0034
469,AL,AK,IIK,Kipnuk,Kipnuk,CS,None,5527,5780,-0.0438
470,WP,CA,IPL,Imperial,Imperial County,CS,None,5491,6136,-0.1051
471,AL,AK,HPB,Hooper Bay,Hooper Bay,CS,None,5368,6039,-0.1111
472,GL,MI,SJX,Beaver Island,Beaver Island,CS,None,5368,0,0
473,SW,AR,HRO,Harrison,Boone County,CS,None,5347,2771,0.9296
474,SO,MS,GLH,Greenville,Mid Delta Regional,CS,None,5181,7417,-0.3015
475,WP,AZ,PRC,Prescott,Ernest A. Love Field,CS,None,5152,5159,-0.0014
476,AL,AK,WLK,Selawik,Selawik,CS,None,5135,4922,0.0433
477,EA,PA,DUJ,Brookville,Dubois Regional,CS,None,5074,5986,-0.1524
478,NM,OR,PDT,Pendleton,Eastern Oregon Regional at Pendleton,CS,None,5066,4952,0.023
479,EA,NY,OGS,Ogdensburg,Ogdensburg International,CS,None,5033,3589,0.4023
480,NM,MT,WYS,West Yellowstone,Yellowstone,CS,None,4965,5323,-0.0673
481,EA,NY,MSS,Massena,Massena International-Richards Field,CS,None,4964,4396,0.1292
482,AL,AK,Z09,Kasigluk,Kasigluk,CS,None,4804,4674,0.0278
483,NE,ME,AUG,Augusta,Augusta State,CS,None,4791,5611,-0.1461
484,WP,CA,MER,Atwater,Castle,CS,None,4790,0,0
486,SW,AR,JBR,Jonesboro,Jonesboro Municipal,CS,None,4730,989,3.7826
487,AL,AK,WTK,Noatak,Noatak,CS,None,4721,4549,0.0378
488,AL,AK,MCG,McGrath,McGrath,CS,None,4671,5519,-0.1537
489,AL,AK,MOU,Mountain Village,Mountain Village,CS,None,4614,5299,-0.1293
490,SW,TX,VCT,Victoria,Victoria Regional,CS,None,4597,5200,-0.116
491,AL,AK,D76,Noorvik,Robert /Bob/ Curtis Memorial,CS,None,4588,4065,0.1287
492,AL,AK,OOK,Toksook Bay,Toksook Bay,CS,None,4524,4338,0.0429
493,AL,AK,CXF,Coldfoot,Coldfoot,CS,None,4509,340,12.2618
495,AL,AK,CFK,Chefornak,Chefornak,CS,None,4455,4087,0.09
496,AL,AK,PHO,Point Hope,Point Hope,CS,None,4399,4484,-0.019
497,AL,AK,SOV,Seldovia,Seldovia,CS,None,4294,4538,-0.0538
498,NM,UT,OGD,Ogden,Ogden-Hinckley,CS,None,4290,121,34.4545
499,SO,AL,MSL,Muscle Shoals,Northwest Alabama Regional,CS,None,4160,7812,-0.4675
500,AL,AK,SCM,Scammon Bay,Scammon Bay,CS,None,4021,4510,-0.1084
501,AL,AK,SDP,Sand Point,Sand Point,CS,None,3984,4843,-0.1774
502,AL,AK,MTM,Metlakatla,Metlakatla,CS,None,3927,3657,0.0738
503,WP,AZ,SOW,Show Low,Show Low Regional,CS,None,3852,3996,-0.036
504,AL,AK,AKP,Anaktuvuk Pass,Anaktuvuk Pass,CS,None,3798,3917,-0.0304
506,AL,AK,AUK,Alakanuk,Alakanuk,CS,None,3756,3378,0.1119
507,AL,AK,2A9,Kotlik,Kotlik,CS,None,3740,4035,-0.0731
508,WP,CA,MCE,Merced,Merced Regional//Macready Field,CS,None,3724,3181,0.1707
509,NM,WA,ORS,Eastsound,Orcas Island,CS,None,3703,3410,0.0859
510,AL,AK,IAN,Kiana,Bob Baker Memorial,CS,None,3683,3267,0.1273
511,AL,AK,KWT,Kwethluk,Kwethluk,CS,None,3662,3579,0.0232
512,AL,AK,A61,Tuntutuliak,Tuntutuliak,CS,None,3610,3585,0.007
513,GL,ND,JMS,Jamestown,Jamestown Regional,CS,None,3544,5355,-0.3382
514,AL,AK,EEK,Eek,Eek,CS,None,3542,3618,-0.021
515,AL,AK,AWI,Wainwright,Wainwright,CS,None,3531,3638,-0.0294
516,CE,KS,SLN,Salina,Salina Regional,CS,None,3526,2857,0.2342
517,AL,AK,SVA,Savoonga,Savoonga,CS,None,3525,4083,-0.1367
518,AL,AK,BVK,Buckland,Buckland,CS,None,3509,3338,0.0512
519,AL,AK,KLG,Kalskag,Kalskag,CS,None,3506,3538,-0.009
520,AL,AK,16A,Nunapitchuk,Nunapitchuk,CS,None,3505,3482,0.0066
521,AL,AK,GAM,Gambell,Gambell,CS,None,3483,3429,0.0157
522,AL,AK,DUY,Kongiganak,Kongiganak,CS,None,3408,3947,-0.1366
523,WP,CA,VIS,Visalia,Visalia Municipal,CS,None,3354,2980,0.1255
524,AL,AK,GGV,Kwigillingok,Kwigillingok,CS,None,3340,3625,-0.0786
525,AL,AK,KVL,Kivalina,Kivalina,CS,None,3337,3274,0.0192
527,EA,PA,AOO,Altoona,Altoona-Blair County,CS,None,3256,4107,-0.2072
528,AL,AK,CGA,Craig,Craig,CS,None,3246,3470,-0.0646
529,WP,HI,LUP,Kalaupapa,Kalaupapa,CS,None,3186,520,5.1269
530,EA,NY,JHW,Jamestown,Chautauqua County/Jamestown,CS,None,3173,3483,-0.089
531,AL,AK,0AK,Pilot Station,Pilot Station,CS,None,3172,3641,-0.1288
532,AL,AK,SHH,Shishmaref,Shishmaref,CS,None,3171,2989,0.0609
533,AL,AK,Z13,Akiachak,Akiachak,CS,None,3135,3499,-0.104
535,SW,AR,ELD,El Dorado,South Arkansas Regional at Goodwin Field,CS,None,3059,1803,0.6966
538,AL,AK,6R7,Old Harbor,Old Harbor,CS,None,3010,3239,-0.0707
540,NM,MT,OLF,Wolf Point,L M Clayton,CS,None,2987,1479,1.0196
541,AL,AK,SNP,Saint Paul Island,St Paul Island,CS,None,2987,2830,0.0555
542,GL,ND,DVL,Devils Lake,Devils Lake Regional,CS,None,2976,5599,-0.4685
543,AL,AK,HLA,Huslia,Huslia,CS,None,2948,3232,-0.0879
544,AL,AK,TAL,Tanana,Ralph M Calhoun Memorial,CS,None,2897,3166,-0.085
546,AL,AK,MDM,Marshall,Marshall Don Hunter Sr,CS,None,2879,3376,-0.1472
547,GL,MI,PTK,Pontiac,Oakland County International,CS,None,2876,1437,1.0014
548,AL,AK,TLT,Tuluksak,Tuluksak,CS,None,2857,2923,-0.0226
549,GL,MI,MBL,Manistee,Manistee County-Blacker,CS,None,2822,11220,-0.7485
550,GL,MN,TVF,Thief River Falls,Thief River Falls Regional,CS,None,2819,2418,0.1658
551,AL,AK,KTB,Thorne Bay,Thorne Bay,CS,None,2799,2621,0.0679
552,NM,WY,WRL,Worland,Worland Municipal,CS,None,2795,3070,-0.0896
553,SW,NM,CNM,Carlsbad,Cavern City Air Terminal,CS,None,2776,2707,0.0255
554,AL,AK,RSH,Russian Mission,Russian Mission,CS,None,2770,2916,-0.0501
556,AL,AK,KEB,English Bay,Nanwalek,CS,None,2705,2696,0.0033
558,AL,AK,EWU,Newtok,Newtok,CS,None,2652,2352,0.1276
560,AL,AK,WBB,Stebbins,Stebbins,CS,None,2621,2880,-0.0899
561,AL,AK,ELI,Elim,Elim,CS,None,2609,2570,0.0152
562,AL,AK,2A3,Larsen Bay,Larsen Bay,CS,None,2585,2753,-0.061
563,AL,AK,4K5,Ouzinkie,Ouzinkie,CS,None,2535,3309,-0.2339
564,EA,WV,BKW,Beckley,Raleigh County Memorial,CS,None,2534,2966,-0.1457
565,GL,MI,IWD,Ironwood,Gogebic-Iron County,CS,None,2532,3391,-0.2533
,,,125,Non-primary Commercial Service,,, ,,,
,,,514,Commercial Service Airports,,, ,,,
