Rank,Locid,RO,ST,City,Airport Name,Svc Lvl,Hub,CY 06 Scheduled Boardings,CY 06 Unscheduled Boardings,CY 06 Total  Boardings
2133.0,BYA,AL,AK,Boundary,Boundary,GA,-,1.0,0.0,1.0
2107.0,2AK1,AL,AK,Fairbanks /Ft Wainwright/,Blair Lake,GA,-,1.0,0.0,1.0
2102.0,19AK,AL,AK,Icy Bay,Icy Bay,GA,-,1.0,0.0,1.0
2118.0,4AK,AL,AK,Livengood,Livengood Camp,GA,-,0.0,1.0,1.0
2161.0,KPR,AL,AK,Port Williams,Port Williams,GA,-,1.0,0.0,1.0
2108.0,2K5,AL,AK,Telida,Telida,GA,-,0.0,1.0,1.0
2114.0,3T4,AL,AK,Tetlin,Tetlin,GA,-,1.0,0.0,1.0
75.0,BHM,SO,AL,Birmingham,Birmingham International,P,S,1544779.0,6560.0,1551339.0
112.0,HSV,SO,AL,Huntsville,Huntsville International-Carl T Jones Field,P,S,559686.0,1709.0,561395.0
147.0,MOB,SO,AL,Mobile,Mobile Regional,P,N,294997.0,1267.0,296264.0
181.0,MGM,SO,AL,Montgomery,Montgomery Regional (Dannelly Field),P,N,186525.0,1804.0,188329.0
252.0,DHN,SO,AL,Dothan,Dothan Regional,P,N,56824.0,728.0,57552.0
445.0,MSL,SO,AL,Muscle Shoals,Northwest Alabama Regional,CS,-,6205.0,277.0,6482.0
669.0,TCL,SO,AL,Tuscaloosa,Tuscaloosa Regional,GA,-,0.0,1260.0,1260.0
739.0,MXF,SO,AL,Montgomery,Maxwell AFB,GA,-,0.0,631.0,631.0
832.0,ANB,SO,AL,Anniston,Anniston Metropolitan,GA,-,0.0,256.0,256.0
840.0,BFM,SO,AL,Mobile,Mobile Downtown,GA,-,0.0,238.0,238.0
887.0,MVC,SO,AL,Monroeville,Monroe County,GA,-,0.0,173.0,173.0
911.0,02A,SO,AL,Clanton,Gragg-Wade Field,GA,-,0.0,150.0,150.0
1029.0,JKA,SO,AL,Gulf Shores,Jack Edwards,GA,-,0.0,74.0,74.0
1096.0,EKY,SO,AL,Bessemer,Bessemer,GA,-,0.0,51.0,51.0
1230.0,ASN,SO,AL,Talladega,Talladega Municipal,GA,-,0.0,29.0,29.0
1246.0,EDN,SO,AL,Enterprise,Enterprise Municipal,GA,-,0.0,27.0,27.0
1299.0,EUF,SO,AL,Eufaula,Weedon Field,GA,-,0.0,22.0,22.0
1333.0,EET,SO,AL,Alabaster,Shelby County,GA,-,0.0,19.0,19.0
1397.0,TOI,SO,AL,Troy,Troy Municipal,GA,-,0.0,16.0,16.0
1439.0,PRN,SO,AL,Greenville,MacCrenshaw Memorial,GA,-,0.0,14.0,14.0
1495.0,7A2,SO,AL,Demopolis,Demopolis Municipal,GA,-,0.0,11.0,11.0
1505.0,GAD,SO,AL,Gadsden,Northeast Alabama Regional,GA,-,0.0,11.0,11.0
1566.0,12J,SO,AL,Brewton,Brewton Municipal,GA,-,0.0,9.0,9.0
1693.0,ALX,SO,AL,Alexander City,Thomas C Russell Field,GA,-,0.0,6.0,6.0
1713.0,JFX,SO,AL,Jasper,Walker County-Bevill Field,GA,-,0.0,6.0,6.0
1718.0,M22,SO,AL,Russellville,Russellville Municipal,GA,-,0.0,6.0,6.0
1733.0,SCD,SO,AL,Sylacauga,Merkel Field Sylacauga Municipal,GA,-,0.0,6.0,6.0
1759.0,AUO,SO,AL,Auburn,Auburn-Opelika Robert G. Pitts,GA,-,0.0,5.0,5.0
1751.0,4A9,SO,AL,Fort Payne,Isbell Field,GA,-,0.0,5.0,5.0
1925.0,4R3,SO,AL,Jackson,Jackson Municipal,GA,-,0.0,3.0,3.0
2011.0,4R4,SO,AL,Fairhope,H. L. (Sonny) Callahan,GA,-,0.0,2.0,2.0
2058.0,HAB,SO,AL,Hamilton,Marion County-Rankin Fite,GA,-,0.0,2.0,2.0
2020.0,71J,SO,AL,Ozark,Blackwell Field,GA,-,0.0,2.0,2.0
2138.0,DCU,SO,AL,Mooresville,Pryor Field Regional,GA,-,0.0,1.0,1.0
2189.0,SEM,SO,AL,Selma,Craig Field,GA,-,0.0,1.0,1.0
83.0,LIT,SW,AR,Little Rock,Adams Field,P,S,1232644.0,3579.0,1236223.0
110.0,XNA,SW,AR,Cave Springs,Northwest Arkansas Regional,P,S,565380.0,1961.0,567341.0
215.0,FSM,SW,AR,Fort Smith,Fort Smith Regional,P,N,92786.0,1009.0,93795.0
286.0,TXK,SW,AR,Texarkana,Texarkana Regional-Webb Field,P,N,36334.0,14.0,36348.0
481.0,HRO,SW,AR,Harrison,Boone County,CS,-,4690.0,21.0,4711.0
500.0,HOT,SW,AR,Hot Springs,Memorial Field,CS,-,3844.0,37.0,3881.0
533.0,JBR,SW,AR,Jonesboro,Jonesboro Municipal,CS,-,3210.0,23.0,3233.0
608.0,ELD,SW,AR,El Dorado,South Arkansas Regional at Goodwin Field,GA,-,1939.0,15.0,1954.0
725.0,FYV,SW,AR,Fayetteville,Drake Field,GA,-,0.0,744.0,744.0
755.0,LRF,SW,AR,Jacksonville,Little Rock AFB,GA,-,0.0,525.0,525.0
1254.0,ORK,SW,AR,North Little Rock,North Little Rock Municipal,GA,-,0.0,26.0,26.0
1303.0,ROG,SW,AR,Rogers,Rogers Municipal-Carter Field,GA,-,0.0,22.0,22.0
1307.0,ASG,SW,AR,Springdale,Springdale Municipal,GA,-,0.0,21.0,21.0
1540.0,BPK,SW,AR,Mountain Home,Ozark Regional,GA,-,0.0,10.0,10.0
1578.0,CWS,SW,AR,Conway,Dennis F Cantrell Field,GA,-,0.0,9.0,9.0
1760.0,AWM,SW,AR,West Memphis,West Memphis Municipal,GA,-,0.0,5.0,5.0
1915.0,VBT,SW,AR,Bentonville,Bentonville Municipal/Louise M Thaden Field,GA,-,0.0,4.0,4.0
1856.0,BYH,SW,AR,Blytheville,Arkansas International,GA,-,0.0,4.0,4.0
2070.0,M89,SW,AR,Arkadelphia,Dexter B Florence Memorial Field,GA,-,0.0,2.0,2.0
2010.0,4M9,SW,AR,Corning,Corning Municipal,GA,-,0.0,2.0,2.0
2119.0,4M2,SW,AR,Booneville,Booneville Municipal,GA,-,0.0,1.0,1.0
2146.0,FLP,SW,AR,Flippin,Marion County Regional,GA,-,0.0,1.0,1.0
2190.0,SLG,SW,AR,Siloam Springs,Smith Field,GA,-,0.0,1.0,1.0
256.0,PPG,WP,AS,Pago Pago,Pago Pago International,P,N,55841.0,0.0,55841.0
8.0,PHX,WP,AZ,Phoenix,Phoenix Sky Harbor International,P,L,20566327.0,25582.0,20591909.0
64.0,TUS,WP,AZ,Tucson,Tucson International,P,M,2065946.0,24568.0,2090514.0
137.0,GCN,WP,AZ,Grand Canyon,Grand Canyon National Park,P,S,97951.0,290693.0,388644.0
221.0,IFP,WP,AZ,Bullhead City,Laughlin/Bullhead International,P,N,39033.0,50283.0,89316.0
240.0,YUM,WP,AZ,Yuma,Yuma MCAS/Yuma International,P,N,63461.0,4223.0,67684.0
241.0,1G4,WP,AZ,Peach Springs,Grand Canyon West,P,N,21708.0,45023.0,66731.0
274.0,FLG,WP,AZ,Flagstaff,Flagstaff Pulliam,P,N,40834.0,114.0,40948.0
331.0,PGA,WP,AZ,Page,Page Municipal,P,N,5718.0,16092.0,21810.0
451.0,SOW,WP,AZ,Show Low,Show Low Regional,CS,-,4767.0,1519.0,6286.0
453.0,HII,WP,AZ,Lake Havasu City,Lake Havasu City,CS,-,6080.0,2.0,6082.0
502.0,IWA,WP,AZ,Mesa,Phoenix-Mesa Gateway,GA,-,0.0,3790.0,3790.0
503.0,PRC,WP,AZ,Prescott,Ernest A. Love Field,CS,-,3768.0,12.0,3780.0
571.0,IGM,WP,AZ,Kingman,Kingman,GA,-,2407.0,10.0,2417.0
599.0,E91,WP,AZ,Chinle,Chinle Municipal,GA,-,0.0,2059.0,2059.0
602.0,FHU,WP,AZ,Fort Huachuca Sierra Vista,Sierra Vista Municipal-Libby AAF,GA,-,1790.0,251.0,2041.0
645.0,0V7,WP,AZ,Kayenta,Kayenta,GA,-,500.0,1035.0,1535.0
700.0,3AZ5,WP,AZ,Peach Springs,Hualapai,GA,-,917.0,0.0,917.0
740.0,RQE,WP,AZ,Window Rock,Window Rock,GA,-,0.0,626.0,626.0
782.0,DMA,WP,AZ,Tucson,Davis Monthan AFB,GA,-,0.0,423.0,423.0
789.0,DVT,WP,AZ,Phoenix,Phoenix Deer Valley,GA,-,0.0,393.0,393.0
828.0,SDL,WP,AZ,Scottsdale,Scottsdale,GA,-,22.0,244.0,266.0
905.0,LUF,WP,AZ,Glendale,Luke AFB,GA,-,0.0,155.0,155.0
960.0,SEZ,WP,AZ,Sedona,Sedona,GA,-,0.0,114.0,114.0
1078.0,P10,WP,AZ,Polacca,Polacca,GA,-,0.0,57.0,57.0
1098.0,PAN,WP,AZ,Payson,Payson,GA,-,0.0,51.0,51.0
1176.0,CFT,WP,AZ,Clifton,Greenlee County,GA,-,35.0,3.0,38.0
1223.0,GYR,WP,AZ,Goodyear,Phoenix Goodyear,GA,-,30.0,0.0,30.0
1453.0,GEU,WP,AZ,Glendale,Glendale Municipal,GA,-,0.0,13.0,13.0
1476.0,FFZ,WP,AZ,Mesa,Falcon Field,GA,-,0.0,12.0,12.0
1636.0,OLS,WP,AZ,Nogales,Nogales International,GA,-,0.0,8.0,8.0
1794.0,INW,WP,AZ,Winslow,Winslow-Lindbergh Regional,GA,-,0.0,5.0,5.0
1907.0,SAD,WP,AZ,Safford,Safford Regional,GA,-,0.0,4.0,4.0
1908.0,T03,WP,AZ,Tuba City,Tuba City,GA,-,0.0,4.0,4.0
1898.0,P33,WP,AZ,Willcox,Cochise County,GA,-,0.0,4.0,4.0
1943.0,D68,WP,AZ,Springerville,Town of Springerville Municipal,GA,-,0.0,3.0,3.0
2081.0,P52,WP,AZ,Cottonwood,Cottonwood,GA,-,0.0,2.0,2.0
2029.0,AVQ,WP,AZ,Marana,Marana Regional,GA,-,0.0,2.0,2.0
3.0,LAX,WP,CA,Los Angeles,Los Angeles International,P,L,29336007.0,21320.0,29357327.0
14.0,SFO,WP,CA,San Francisco International Airport,San Francisco International,P,L,16228326.0,8266.0,16236592.0
29.0,SAN,WP,CA,San Diego,San Diego International,P,L,8686416.0,38026.0,8724442.0
31.0,OAK,WP,CA,Oakland,Metropolitan Oakland International,P,M,7051367.0,25569.0,7076936.0
37.0,SJC,WP,CA,San Jose,Norman Y. Mineta San Jose International,P,M,5272838.0,10569.0,5283407.0
39.0,SMF,WP,CA,Sacramento,Sacramento International,P,M,5178243.0,4398.0,5182641.0
42.0,SNA,WP,CA,Santa Ana,John Wayne Airport-Orange County,P,M,4774342.0,3554.0,4777896.0
53.0,ONT,WP,CA,Ontario,Ontario International,P,M,3396566.0,7795.0,3404361.0
59.0,BUR,WP,CA,Burbank,Bob Hope,P,M,2832239.0,4174.0,2836413.0
80.0,LGB,WP,CA,Long Beach,Long Beach /Daugherty Field/,P,S,1339598.0,3553.0,1343151.0
96.0,PSP,WP,CA,Palm Springs,Palm Springs International,P,S,770144.0,1723.0,771867.0
107.0,FAT,WP,CA,Fresno,Fresno Yosemite International,P,S,620552.0,3445.0,623997.0
126.0,SBA,WP,CA,Santa Barbara,Santa Barbara Municipal,P,S,433565.0,1188.0,434753.0
178.0,MRY,WP,CA,Monterey,Monterey Peninsula,P,N,196680.0,3411.0,200091.0
186.0,SBP,WP,CA,San Luis Obispo,San Luis County Regional,P,N,173375.0,1494.0,174869.0
189.0,BFL,WP,CA,Bakersfield,Meadows Field,P,N,169449.0,2464.0,171913.0
213.0,ACV,WP,CA,Arcata/Eureka,Arcata,P,N,103499.0,16.0,103515.0
242.0,RDD,WP,CA,Redding,Redding Municipal,P,N,64457.0,2238.0,66695.0
260.0,SMX,WP,CA,Santa Maria,Santa Maria Public/Capt G Allan Hancock Field,P,N,47553.0,3319.0,50872.0
261.0,CRQ,WP,CA,Carlsbad,McClellan-Palomar,P,N,49664.0,493.0,50157.0
285.0,MOD,WP,CA,Modesto,Modesto City County-Harry Sham Field,P,N,35379.0,976.0,36355.0
298.0,RIV,WP,CA,Riverside,March ARB,GA,-,0.0,32056.0,32056.0
318.0,VCV,WP,CA,Victorville,Southern California Logistics,GA,-,0.0,25614.0,25614.0
324.0,OXR,WP,CA,Oxnard,Oxnard,P,N,23650.0,81.0,23731.0
327.0,CIC,WP,CA,Chico,Chico Municipal,P,N,22877.0,57.0,22934.0
365.0,SCK,WP,CA,Stockton,Stockton Metropolitan,P,N,12493.0,1391.0,13884.0
370.0,IYK,WP,CA,Inyokern,Inyokern,P,N,13506.0,3.0,13509.0
377.0,CEC,WP,CA,Crescent City,Jack McNamara Field,P,N,11477.0,532.0,12009.0
393.0,IPL,WP,CA,Imperial,Imperial County,P,N,10434.0,24.0,10458.0
428.0,MCE,WP,CA,Merced,Merced Municipal/MacReady Field,CS,-,7864.0,21.0,7885.0
464.0,VIS,WP,CA,Visalia,Visalia Municipal,CS,-,4289.0,852.0,5141.0
477.0,VNY,WP,CA,Van Nuys,Van Nuys,GA,-,0.0,4772.0,4772.0
489.0,NKX,WP,CA,San Diego,Miramar MCAS/Mitscher Field,GA,-,0.0,4306.0,4306.0
587.0,NTD,WP,CA,Point Mugu,Point Mugu NAS,GA,-,0.0,2187.0,2187.0
603.0,SMO,WP,CA,Santa Monica,Santa Monica Municipal,GA,-,0.0,2039.0,2039.0
624.0,SUU,WP,CA,Fairfield,Travis AFB,GA,-,0.0,1742.0,1742.0
663.0,NZY,WP,CA,San Diego,North Island NAS /Halsey Field/,GA,-,0.0,1298.0,1298.0
747.0,APC,WP,CA,Napa,Napa County,GA,-,0.0,569.0,569.0
753.0,SVE,WP,CA,Susanville,Susanville Municipal,GA,-,0.0,531.0,531.0
773.0,SDM,WP,CA,San Diego,Brown Field Municipal,GA,-,0.0,455.0,455.0
813.0,NLC,WP,CA,Lemoore,Lemoore NAS (Reeves Field),GA,-,0.0,316.0,316.0
815.0,CVH,WP,CA,Hollister,Hollister Municipal,GA,-,0.0,307.0,307.0
827.0,UDD,WP,CA,Palm Springs,Bermuda Dunes,GA,-,0.0,270.0,270.0
836.0,HHR,WP,CA,Hawthorne,Jack Northrop Field/Hawthorne Municipal,GA,-,0.0,242.0,242.0
842.0,TRM,WP,CA,Palm Springs,Jacqueline Cochran Regional,GA,-,0.0,238.0,238.0
841.0,STS,WP,CA,Santa Rosa,Charles M. Schulz - Sonoma County,GA,-,0.0,238.0,238.0
843.0,VBG,WP,CA,Lompoc,Vandenberg AFB,GA,-,0.0,237.0,237.0
851.0,SQL,WP,CA,San Carlos,San Carlos,GA,-,0.0,227.0,227.0
862.0,TRK,WP,CA,Truckee,Truckee-Tahoe,GA,-,0.0,209.0,209.0
873.0,CCR,WP,CA,Concord,Buchanan Field,GA,-,0.0,198.0,198.0
875.0,BAB,WP,CA,Marysville,Beale AFB,GA,-,0.0,193.0,193.0
879.0,PRB,WP,CA,Paso Robles,Paso Robles Municipal,GA,-,0.0,187.0,187.0
883.0,SAC,WP,CA,Sacramento,Sacramento Executive,GA,-,0.0,180.0,180.0
899.0,MMH,WP,CA,Mammoth Lakes,Mammoth Yosemite,GA,-,0.0,161.0,161.0
907.0,LVK,WP,CA,Livermore,Livermore Municipal,GA,-,0.0,154.0,154.0
934.0,CNO,WP,CA,Chino,Chino,GA,-,0.0,132.0,132.0
962.0,GOO,WP,CA,Grass Valley,Nevada County Air Park,GA,-,0.0,112.0,112.0
974.0,CMA,WP,CA,Camarillo,Camarillo,GA,-,0.0,104.0,104.0
981.0,PAO,WP,CA,Palo Alto,Palo Alto Airport of Santa Clara County,GA,-,0.0,100.0,100.0
990.0,NJK,WP,CA,El Centro,El Centro NAF,GA,-,0.0,93.0,93.0
1004.0,MHR,WP,CA,Sacramento,Sacramento Mather,GA,-,0.0,86.0,86.0
1010.0,FCH,WP,CA,Fresno,Fresno Chandler Executive,GA,-,0.0,81.0,81.0
1040.0,DVO,WP,CA,Novato,Gnoss Field,GA,-,0.0,69.0,69.0
1049.0,TVL,WP,CA,South Lake Tahoe,Lake Tahoe,GA,-,0.0,68.0,68.0
1058.0,SNS,WP,CA,Salinas,Salinas Municipal,GA,-,0.0,66.0,66.0
1073.0,HJO,WP,CA,Hanford,Hanford Municipal,GA,-,0.0,59.0,59.0
1095.0,WVI,WP,CA,Watsonville,Watsonville Municipal,GA,-,0.0,52.0,52.0
1099.0,SEE,WP,CA,San Diego/El Cajon,Gillespie Field,GA,-,0.0,51.0,51.0
1114.0,CXL,WP,CA,Calexico,Calexico International,GA,-,0.0,49.0,49.0
1115.0,NUQ,WP,CA,Mountain View,Moffett Federal Airfield,GA,-,0.0,49.0,49.0
1126.0,TOA,WP,CA,Torrance,Zamperini Field,GA,-,0.0,46.0,46.0
1131.0,MYF,WP,CA,San Diego,Montgomery Field,GA,-,0.0,45.0,45.0
1140.0,BIH,WP,CA,Bishop,Eastern Sierra Regional,GA,-,0.0,43.0,43.0
1148.0,O20,WP,CA,Lodi,Kingdon Airpark,GA,-,0.0,42.0,42.0
1178.0,IZA,WP,CA,Santa Ynez,Santa Ynez,GA,-,0.0,38.0,38.0
1184.0,F70,WP,CA,Murrieta/Temecula,French Valley,GA,-,0.0,36.0,36.0
1201.0,UKI,WP,CA,Ukiah,Ukiah Municipal,GA,-,0.0,34.0,34.0
1210.0,AAT,WP,CA,Alturas,Alturas Municipal,GA,-,0.0,32.0,32.0
1208.0,2O3,WP,CA,Angwin,Angwin-Parrett Field,GA,-,0.0,32.0,32.0
1259.0,C83,WP,CA,Byron,Byron,GA,-,0.0,25.0,25.0
1265.0,MYV,WP,CA,Marysville,Yuba County,GA,-,0.0,25.0,25.0
1267.0,SIY,WP,CA,Montague,Siskiyou County,GA,-,0.0,25.0,25.0
1264.0,MCC,WP,CA,Sacramento,McClellan Airfield,GA,-,0.0,25.0,25.0
1278.0,PVF,WP,CA,Placerville,Placerville,GA,-,0.0,24.0,24.0
1287.0,KIC,WP,CA,King City,Mesa Del Rey,GA,-,0.0,23.0,23.0
1280.0,1O5,WP,CA,Montague,Montague-Yreka Rohrer Field,GA,-,0.0,23.0,23.0
1290.0,SBD,WP,CA,San Bernardino,San Bernardino International,GA,-,0.0,23.0,23.0
1306.0,WJF,WP,CA,Lancaster,General Wm J Fox Airfield,GA,-,0.0,22.0,22.0
1320.0,O85,WP,CA,Redding,Benton Field,GA,-,0.0,20.0,20.0
1347.0,HWD,WP,CA,Hayward,Hayward Executive,GA,-,0.0,18.0,18.0
1360.0,EMT,WP,CA,El Monte,El Monte,GA,-,0.0,17.0,17.0
1368.0,PMD,WP,CA,Palmdale,Palmdale Regional/USAF Plant 42,GA,-,17.0,0.0,17.0
1390.0,MAE,WP,CA,Madera,Madera Municipal,GA,-,0.0,16.0,16.0
1386.0,E16,WP,CA,San Martin,South County Airport of Santa Clara County,GA,-,0.0,16.0,16.0
1419.0,RBL,WP,CA,Red Bluff,Red Bluff Municipal,GA,-,0.0,15.0,15.0
1438.0,POC,WP,CA,La Verne,Brackett Field,GA,-,0.0,14.0,14.0
1440.0,RAL,WP,CA,Riverside,Riverside Municipal,GA,-,0.0,14.0,14.0
1456.0,L35,WP,CA,Big Bear City,Big Bear City,GA,-,0.0,13.0,13.0
1451.0,DAG,WP,CA,Daggett,Barstow-Daggett,GA,-,0.0,13.0,13.0
1473.0,AVX,WP,CA,Avalon,Catalina,GA,-,0.0,12.0,12.0
1481.0,LHM,WP,CA,Lincoln,Lincoln Regional/Karl Harder Field,GA,-,0.0,12.0,12.0
1519.0,O05,WP,CA,Chester,Rogers Field,GA,-,0.0,11.0,11.0
1509.0,HMT,WP,CA,Hemet,Hemet-Ryan,GA,-,0.0,11.0,11.0
1535.0,AUN,WP,CA,Auburn,Auburn Municipal,GA,-,0.0,10.0,10.0
1542.0,C80,WP,CA,Coalinga,New Coalinga Municipal,GA,-,0.0,10.0,10.0
1554.0,O89,WP,CA,Fall River Mills,Fall River Mills,GA,-,0.0,10.0,10.0
1586.0,LLR,WP,CA,Littleriver,Little River,GA,-,0.0,9.0,9.0
1633.0,O22,WP,CA,Columbia,Columbia,GA,-,0.0,8.0,8.0
1634.0,O69,WP,CA,Petaluma,Petaluma Municipal,GA,-,0.0,8.0,8.0
1677.0,O59,WP,CA,Cedarville,Cedarville,GA,-,0.0,7.0,7.0
1664.0,EDU,WP,CA,Davis,University,GA,-,0.0,7.0,7.0
1652.0,2Q3,WP,CA,Davis,Yolo County-Davis/Woodland/Winters,GA,-,0.0,7.0,7.0
1676.0,O46,WP,CA,Weed,Weed,GA,-,0.0,7.0,7.0
1668.0,L22,WP,CA,Yucca Valley,Yucca Valley,GA,-,0.0,7.0,7.0
1703.0,EKA,WP,CA,Eureka,Murray Field,GA,-,0.0,6.0,6.0
1725.0,O88,WP,CA,Rio Vista,Rio Vista Municipal,GA,-,0.0,6.0,6.0
1803.0,O02,WP,CA,Beckwourth,Nervino,GA,-,0.0,5.0,5.0
1775.0,EED,WP,CA,Needles,Needles,GA,-,0.0,5.0,5.0
1806.0,PTV,WP,CA,Porterville,Porterville Municipal,GA,-,0.0,5.0,5.0
1820.0,SZP,WP,CA,Santa Paula,Santa Paula,GA,-,0.0,5.0,5.0
1827.0,WLW,WP,CA,Willows,Willows-Glenn County,GA,-,0.0,5.0,5.0
1877.0,L45,WP,CA,Bakersfield,Bakersfield Municipal,GA,-,0.0,4.0,4.0
1864.0,FOT,WP,CA,Fortuna,Rohnerville,GA,-,0.0,4.0,4.0
1888.0,O24,WP,CA,Lee Vining,Lee Vining,GA,-,0.0,4.0,4.0
1889.0,O27,WP,CA,Oakdale,Oakdale,GA,-,0.0,4.0,4.0
1896.0,OVE,WP,CA,Oroville,Oroville Municipal,GA,-,0.0,4.0,4.0
1890.0,O32,WP,CA,Reedley,Reedley Municipal,GA,-,0.0,4.0,4.0
1912.0,TSP,WP,CA,Tehachapi,Tehachapi Municipal,GA,-,0.0,4.0,4.0
1910.0,TCY,WP,CA,Tracy,Tracy Municipal,GA,-,0.0,4.0,4.0
1891.0,O52,WP,CA,Yuba City,Sutter County,GA,-,0.0,4.0,4.0
1971.0,MER,WP,CA,Atwater,Castle,GA,-,0.0,3.0,3.0
1966.0,LPC,WP,CA,Lompoc,Lompoc,GA,-,0.0,3.0,3.0
1940.0,CPU,WP,CA,San Andreas,Calaveras County-Maury Rasmussen Field,GA,-,0.0,3.0,3.0
1981.0,RHV,WP,CA,San Jose,Reid-Hillview of Santa Clara County,GA,-,0.0,3.0,3.0
1992.0,VCB,WP,CA,Vacaville,Nut Tree,GA,-,0.0,3.0,3.0
2076.0,O57,WP,CA,Bridgeport,Bryant Field,GA,-,0.0,2.0,2.0
2045.0,E45,WP,CA,Groveland,Pine Mountain Lake,GA,-,0.0,2.0,2.0
1997.0,1O3,WP,CA,Lodi,Lodi,GA,-,0.0,2.0,2.0
2077.0,O86,WP,CA,Trinity Center,Trinity Center,GA,-,0.0,2.0,2.0
2075.0,O15,WP,CA,Turlock,Turlock Municipal,GA,-,0.0,2.0,2.0
2112.0,3O8,WP,CA,Coalinga,Harris Ranch,GA,-,0.0,1.0,1.0
2162.0,L09,WP,CA,Death Valley National Park,Stovepipe Wells,GA,-,0.0,1.0,1.0
2141.0,E36,WP,CA,Georgetown,Georgetown,GA,-,0.0,1.0,1.0
2186.0,RNM,WP,CA,Ramona,Ramona,GA,-,0.0,1.0,1.0
2194.0,TLR,WP,CA,Tulare,Mefford Field,GA,-,0.0,1.0,1.0
5.0,DEN,NM,CO,Denver,Denver International,P,L,22770765.0,51346.0,22822111.0
88.0,COS,NM,CO,Colorado Springs,City of Colorado Springs Municipal,P,S,990078.0,7685.0,997763.0
165.0,EGE,NM,CO,Eagle,Eagle County Regional,P,N,216768.0,271.0,217039.0
175.0,ASE,NM,CO,Aspen,Aspen-Pitkin County/Sardy Field,P,N,200816.0,826.0,201642.0
193.0,GJT,NM,CO,Grand Junction,Grand Junction Regional,P,N,157775.0,1734.0,159509.0
206.0,HDN,NM,CO,Hayden,Yampa Valley,P,N,131239.0,209.0,131448.0
209.0,DRO,NM,CO,Durango,Durango-La Plata County,P,N,111549.0,1967.0,113516.0
228.0,MTJ,NM,CO,Montrose,Montrose Regional,P,N,81798.0,518.0,82316.0
263.0,GUC,NM,CO,Gunnison,Gunnison-Crested Butte Regional,P,N,47608.0,465.0,48073.0
296.0,FNL,NM,CO,Fort Collins/Loveland,Fort Collins-Loveland Municipal,P,N,32570.0,277.0,32847.0
348.0,TEX,NM,CO,Telluride,Telluride Regional,P,N,16329.0,109.0,16438.0
406.0,CEZ,NM,CO,Cortez,Cortez Municipal,CS,-,9248.0,4.0,9252.0
435.0,ALS,NM,CO,Alamosa,San Luis Valley Regional/Bergman Field,CS,-,6099.0,1095.0,7194.0
471.0,PUB,NM,CO,Pueblo,Pueblo Memorial,CS,-,3465.0,1490.0,4955.0
764.0,APA,NM,CO,Englewood,Centennial,GA,-,0.0,484.0,484.0
908.0,BJC,NM,CO,Broomfield,Rocky Mountain Metropolitan,GA,-,0.0,153.0,153.0
989.0,LAA,NM,CO,Lamar,Lamar Municipal,GA,-,0.0,94.0,94.0
1028.0,ITR,NM,CO,Burlington,Kit Carson County,GA,-,0.0,74.0,74.0
1081.0,RIL,NM,CO,Rifle,Garfield County Regional,GA,-,0.0,56.0,56.0
1270.0,20V,NM,CO,Kremmling,Mc Elroy Airfield,GA,-,0.0,24.0,24.0
1431.0,LMO,NM,CO,Longmont,Vance Brand,GA,-,0.0,14.0,14.0
1469.0,7V2,NM,CO,Paonia,North Fork Valley,GA,-,0.0,12.0,12.0
1530.0,2V6,NM,CO,Yuma,Yuma Municipal,GA,-,0.0,10.0,10.0
1666.0,GXY,NM,CO,Greeley,Greeley-Weld County,GA,-,0.0,7.0,7.0
1680.0,SBS,NM,CO,Steamboat Springs,Steamboat Springs/Bob Adams Field,GA,-,0.0,7.0,7.0
1781.0,FTG,NM,CO,Watkins,Front Range,GA,-,0.0,5.0,5.0
1847.0,9V7,NM,CO,Eads,Eads Municipal,GA,-,0.0,4.0,4.0
2027.0,AKO,NM,CO,Akron,Colorado Plains Regional,GA,-,0.0,2.0,2.0
2166.0,LHX,NM,CO,La Junta,La Junta Municipal,GA,-,0.0,1.0,1.0
2127.0,8V7,NM,CO,Springfield,Springfield Municipal,GA,-,0.0,1.0,1.0
52.0,BDL,NE,CT,Windsor Locks,Bradley International,P,M,3404252.0,5686.0,3409938.0
282.0,HVN,NE,CT,New Haven,Tweed-New Haven,P,N,37918.0,226.0,38144.0
531.0,DXR,NE,CT,Danbury,Danbury Municipal,GA,-,0.0,3271.0,3271.0
696.0,BDR,NE,CT,Bridgeport,Igor I Sikorsky Memorial,GA,-,58.0,955.0,1013.0
898.0,GON,NE,CT,Groton New London,Groton-New London,GA,-,0.0,161.0,161.0
1020.0,HFD,NE,CT,Hartford,Hartford-Brainard,GA,-,0.0,77.0,77.0
1063.0,OXC,NE,CT,Oxford,Waterbury-Oxford,GA,-,1.0,62.0,63.0
1231.0,CT41,NE,CT,Fairfield,General Electric,GA,-,0.0,29.0,29.0
1314.0,CT71,NE,CT,Farmington,Otis Helistop Division of Utc,GA,-,0.0,20.0,20.0
1673.0,MMK,NE,CT,Meriden,Meriden Markham Municipal,GA,-,0.0,7.0,7.0
417.0,ILG,EA,DE,Wilmington,New Castle,CS,-,7617.0,937.0,8554.0
686.0,DOV,EA,DE,Dover,Dover AFB,GA,-,27.0,1080.0,1107.0
881.0,GED,EA,DE,Georgetown,Sussex County,GA,-,0.0,185.0,185.0
1545.0,EVY,EA,DE,Middletown,Summit,GA,-,0.0,10.0,10.0
1838.0,33N,EA,DE,Dover/Cheswold,Delaware Airpark,GA,-,0.0,4.0,4.0
