Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 08 Boardings,CY07 Boardings,% Change
1044.0,NM,ID,U60,Big Creek,Big Creek,GA,None,81.0,0.0,0.0
1099.0,NM,ID,0U9,Midvale,Lee Williams Memorial,GA,None,58.0,0.0,0.0
1132.0,NM,ID,DIJ,Driggs,Driggs-Reed Memorial,GA,None,50.0,3.0,15.6667
1274.0,NM,ID,U81,Cold Meadows Guard Station,Cold Meadows USFS,GA,None,30.0,0.0,0.0
1306.0,NM,ID,2U8,Stanley,Thomas Creek,GA,None,26.0,0.0,0.0
1426.0,NM,ID,S81,Indian Creek,Indian Creek USFS,GA,None,19.0,0.0,0.0
1435.0,NM,ID,EUL,Caldwell,Caldwell Industrial,GA,None,18.0,0.0,0.0
1491.0,NM,ID,U54,Bernard,Bernard USFS,GA,None,15.0,0.0,0.0
1671.0,NM,ID,S78,Emmett,Emmett Municipal,GA,None,9.0,15.0,-0.4
1770.0,NM,ID,1S6,Priest River,Priest River Municipal,GA,None,6.0,5.0,0.2
1823.0,NM,ID,S72,Saint Maries,St Maries Municipal,GA,None,6.0,0.0,0.0
1824.0,NM,ID,S77,Coeur D Alene,Magee,GA,None,6.0,0.0,0.0
1967.0,NM,ID,1U7,Paris,Bear Lake County,GA,None,3.0,12.0,-0.75
1993.0,NM,ID,BYI,Burley,Burley Municipal,GA,None,3.0,11.0,-0.7273
2065.0,NM,ID,73U,Idaho City,Golden Age Mine,GA,None,2.0,0.0,0.0
2232.0,NM,ID,ID65,Coeur d'Alene,Pisch's Place,GA,None,1.0,0.0,0.0
2270.0,NM,ID,S67,Nampa,Nampa Municipal,GA,None,1.0,25.0,-0.96
2.0,GL,IL,ORD,Chicago,Chicago O'Hare International,P,L,33683991.0,36521585.0,-0.0777
29.0,GL,IL,MDW,Chicago,Chicago Midway International,P,L,8021383.0,9132836.0,-0.1217
121.0,GL,IL,MLI,Moline,Quad City International,P,S,476532.0,481595.0,-0.0105
158.0,GL,IL,PIA,Peoria,Greater Peoria Regional,P,N,278426.0,271366.0,0.026
161.0,GL,IL,BMI,Bloomington/Normal,Central IL Regional Airport at Bloomington-Normal,P,N,262846.0,262980.0,-0.0005
214.0,GL,IL,RFD,Rockford,Chicago/Rockford International,P,N,110151.0,110835.0,-0.0062
222.0,GL,IL,CMI,Savoy,University of Illinois-Willard,P,N,98225.0,112440.0,-0.1264
258.0,GL,IL,SPI,Springfield,Abraham Lincoln Capital,P,N,56771.0,62138.0,-0.0864
314.0,GL,IL,BLV,Belleville,Scott AFB/Midamerica,P,N,27002.0,29019.0,-0.0695
499.0,GL,IL,MWA,Marion,Williamson County Regional,CS,None,3631.0,6441.0,-0.4363
586.0,GL,IL,UIN,Quincy,Quincy Regional-Baldwin Field,GA,None,2044.0,2707.0,-0.2449
602.0,GL,IL,CPS,Cahokia,St Louis Downtown,GA,None,1900.0,111.0,16.1171
661.0,GL,IL,DEC,Decatur,Decatur,GA,None,1232.0,4014.0,-0.6931
670.0,GL,IL,PWK,Wheeling,Chicago Executive,GA,None,1151.0,3986.0,-0.7112
758.0,GL,IL,DPA,DuPage (County),Dupage,GA,None,513.0,475.0,0.08
893.0,GL,IL,UGN,Waukegan,Waukegan Regional,GA,None,190.0,610.0,-0.6885
945.0,GL,IL,MDH,Carbondale,Southern Illinois,GA,None,139.0,107.0,0.2991
987.0,GL,IL,GBG,Galesburg,Galesburg Municipal,GA,None,107.0,511.0,-0.7906
1036.0,GL,IL,ARR,Aurora,Aurora Municipal,GA,None,84.0,20.0,3.2
1068.0,GL,IL,ALN,Alton,St Louis Regional,GA,None,69.0,35.0,0.9714
1085.0,GL,IL,MTO,Mattoon,Coles County Memorial,GA,None,63.0,204.0,-0.6912
1104.0,GL,IL,1C5,Bolingbrook,Bolingbrook's Clow International,GA,None,57.0,2.0,27.5
1154.0,GL,IL,VYS,Peru,Illinois Valley Regional-Walter A Duncan Field,GA,None,47.0,2.0,22.5
1215.0,GL,IL,C56,Monee,Bult Field,GA,None,36.0,0.0,0.0
1224.0,GL,IL,OLY,Olney,Olney-Noble,GA,None,36.0,42.0,-0.1429
1275.0,GL,IL,3MY,Peoria,Mount Hawley Auxiliary,GA,None,29.0,384.0,-0.9245
1413.0,GL,IL,CTK,Canton,Ingersoll,GA,None,19.0,43.0,-0.5581
1422.0,GL,IL,LOT,Romeo (RR name for Romeoville),Lewis University,GA,None,19.0,635.0,-0.9701
1554.0,GL,IL,IL75,Chicago,John H. Stroger Hospital of Cook County,GA,None,12.0,0.0,0.0
1619.0,GL,IL,IGQ,Chicago,Lansing Municipal,GA,None,10.0,5.0,1.0
1620.0,GL,IL,IKK,Kankakee,Greater Kankakee,GA,None,10.0,212.0,-0.9528
1692.0,GL,IL,DNV,Danville,Vermilion Regional,GA,None,8.0,38.0,-0.7895
1764.0,GL,IL,06C,Schaumburg,Schaumburg Regional,GA,None,6.0,6.0,0.0
1791.0,GL,IL,DKB,De Kalb,De Kalb Taylor Municipal,GA,None,6.0,3.0,1.0
1794.0,GL,IL,FEP,Freeport,Albertus,GA,None,6.0,8.0,-0.25
1810.0,GL,IL,MVN,Mount Vernon,Mount Vernon,GA,None,6.0,0.0,0.0
1861.0,GL,IL,LWV,Lawrenceville,Lawrenceville-Vincennes International,GA,None,5.0,8.0,-0.375
1954.0,GL,IL,SQI,Sterling,Whiteside County-Jos H Bittorf Field,GA,None,4.0,11.0,-0.6364
2083.0,GL,IL,C16,Urbana,Frasca Field,GA,None,2.0,0.0,0.0
2140.0,GL,IL,PNT,Pontiac,Pontiac Municipal,GA,None,2.0,6.0,-0.6667
2175.0,GL,IL,3IS8,Bradford,Rinkenberger RLA,GA,None,1.0,0.0,0.0
2233.0,GL,IL,IJX,Jacksonville,Jacksonville Municipal,GA,None,1.0,12.0,-0.9167
2251.0,GL,IL,MQB,Macomb,Macomb Municipal,GA,None,1.0,378.0,-0.9974
2261.0,GL,IL,PPQ,Pittsfield,Pittsfield Penstone Municipal,GA,None,1.0,1.0,0.0
46.0,GL,IN,IND,Indianapolis,Indianapolis International,P,M,4061450.0,4097398.0,-0.0088
142.0,GL,IN,SBN,South Bend,South Bend Regional,P,N,357168.0,398500.0,-0.1037
156.0,GL,IN,FWA,Fort Wayne,Fort Wayne International,P,N,282449.0,289210.0,-0.0234
179.0,GL,IN,EVV,Evansville,Evansville Regional,P,N,193349.0,222654.0,-0.1316
476.0,GL,IN,GYY,Gary,Gary/Chicago International,CS,None,4353.0,16223.0,-0.7317
597.0,GL,IN,LAF,Lafayette,Purdue University,GA,None,1959.0,1910.0,0.0257
677.0,GL,IN,BMG,Bloomington,Monroe County,GA,None,1030.0,1293.0,-0.2034
706.0,GL,IN,OKK,Kokomo,Kokomo Municipal,GA,None,785.0,2.0,391.5
733.0,GL,IN,HUF,Terre Haute,Terre Haute International-Hulman Field,GA,None,637.0,1042.0,-0.3887
753.0,GL,IN,TYQ,Zionsville,Indianapolis Executive,GA,None,531.0,102.0,4.2059
891.0,GL,IN,MIE,Muncie,Delaware County - Johnson Field,GA,None,190.0,544.0,-0.6507
894.0,GL,IN,GUS,Peru,Grissom ARB,GA,None,188.0,0.0,0.0
919.0,GL,IN,JVY,Jeffersonville,Clark Regional,GA,None,161.0,54.0,1.9815
1041.0,GL,IN,EKM,Elkhart,Elkhart Municipal,GA,None,82.0,136.0,-0.3971
1158.0,GL,IN,CEV,Connersville,Mettel Field,GA,None,45.0,28.0,0.6071
1192.0,GL,IN,UMP,Fishers,Indianapolis Metropolitan,GA,None,40.0,89.0,-0.5506
1244.0,GL,IN,PPO,La Porte,La Porte Municipal,GA,None,33.0,42.0,-0.2143
1252.0,GL,IN,FKR,Frankfort,Frankfort Municipal,GA,None,32.0,9.0,2.5556
1256.0,GL,IN,ANQ,Angola,Tri-State Steuben County,GA,None,31.0,0.0,0.0
1351.0,GL,IN,GWB,Auburn,De Kalb County,GA,None,23.0,27.0,-0.1481
1370.0,GL,IN,MQJ,McCordsville,Mount Comfort,GA,None,22.0,51.0,-0.5686
1381.0,GL,IN,AID,Anderson,Anderson Municipal-Darlington Field,GA,None,21.0,0.0,0.0
1385.0,GL,IN,GSH,Goshen,Goshen Municipal,GA,None,21.0,41.0,-0.4878
1408.0,GL,IN,VPZ,Valparaiso,Porter County Municipal,GA,None,20.0,26.0,-0.2308
1433.0,GL,IN,BAK,Columbus,Columbus Municipal,GA,None,18.0,315.0,-0.9429
1437.0,GL,IN,IMS,Madison,Madison Municipal,GA,None,18.0,0.0,0.0
1470.0,GL,IN,05C,Griffith,Griffith-Merrillville,GA,None,15.0,0.0,0.0
1482.0,GL,IN,MZZ,Marion,Marion Municipal,GA,None,15.0,1.0,14.0
1500.0,GL,IN,HFY,Greenwood,Greenwood Municipal,GA,None,14.0,22.0,-0.3636
1525.0,GL,IN,EYE,Indianapolis,Eagle Creek Airpark,GA,None,13.0,25.0,-0.48
1626.0,GL,IN,MCX,Monticello,White County,GA,None,10.0,4.0,1.5
1643.0,GL,IN,4I7,Greencastle,Putnam County,GA,None,9.0,3.0,2.0
1820.0,GL,IN,RID,Richmond,Richmond Municipal,GA,None,6.0,9.0,-0.3333
1912.0,GL,IN,ASW,Warsaw,Warsaw Municipal,GA,None,4.0,35.0,-0.8857
1926.0,GL,IN,I76,Peru,Peru Municipal,GA,None,4.0,3.0,0.3333
1970.0,GL,IN,2R2,Danville,Hendricks County-Gordon Graham Field,GA,None,3.0,0.0,0.0
2145.0,GL,IN,SMD,Fort Wayne,Smith Field,GA,None,2.0,0.0,0.0
2202.0,GL,IN,C65,Plymouth,Plymouth Municipal,GA,None,1.0,41.0,-0.9756
2249.0,GL,IN,MGC,Michigan City,Michigan City Municipal,GA,None,1.0,0.0,0.0
96.0,CE,KS,ICT,Wichita,Wichita Mid-Continent,P,S,780756.0,769124.0,0.0151
353.0,CE,KS,MHK,Manhattan,Manhattan Regional,P,N,16489.0,14032.0,0.1751
363.0,CE,KS,FOE,Topeka,Forbes Field,GA,None,14922.0,24316.0,-0.3863
388.0,CE,KS,GCK,Garden City,Garden City Regional,P,N,11453.0,13065.0,-0.1234
418.0,CE,KS,HYS,Hays,Hays Regional,CS,None,8540.0,10536.0,-0.1894
425.0,CE,KS,LBL,Liberal,Liberal Mid-America Regional,CS,None,7911.0,5113.0,0.5472
461.0,CE,KS,SLN,Salina,Salina Municipal,CS,None,5170.0,4127.0,0.2527
472.0,CE,KS,DDC,Dodge City,Dodge City Regional,CS,None,4701.0,5801.0,-0.1896
643.0,CE,KS,GBD,Great Bend,Great Bend Municipal,GA,None,1407.0,844.0,0.6671
662.0,CE,KS,MPR,McPherson,McPherson,GA,None,1232.0,14.0,87.0
702.0,CE,KS,GLD,Goodland,Renner Field /Goodland Municipal/,GA,None,849.0,603.0,0.408
804.0,CE,KS,AAO,Wichita,Colonel James Jabara,GA,None,366.0,70.0,4.2286
867.0,CE,KS,OJC,Olathe,Johnson County Executive,GA,None,234.0,169.0,0.3846
925.0,CE,KS,LWC,Lawrence,Lawrence Municipal,GA,None,151.0,21.0,6.1905
937.0,CE,KS,IXD,Olathe,New Century Aircenter,GA,None,142.0,85.0,0.6706
960.0,CE,KS,CBK,Colby,Shalz Field,GA,None,125.0,0.0,0.0
973.0,CE,KS,TOP,Topeka,Philip Billard Municipal,GA,None,118.0,15.0,6.8667
975.0,CE,KS,IAB,Wichita,McConnell AFB,GA,None,116.0,270.0,-0.5704
1017.0,CE,KS,IDP,Independence,Independence Municipal,GA,None,95.0,59.0,0.6102
1027.0,CE,KS,WLD,Winfield,Strother Field,GA,None,88.0,107.0,-0.1776
1029.0,CE,KS,HUT,Hutchinson,Hutchinson Municipal,GA,None,87.0,40.0,1.175
1184.0,CE,KS,SYF,St. Francis,Cheyenne County Municipal,GA,None,41.0,0.0,0.0
1188.0,CE,KS,HQG,Hugoton,Hugoton Municipal,GA,None,40.0,84.0,-0.5238
1240.0,CE,KS,ADT,Atwood,Atwood-Rawlins County City-County,GA,None,33.0,10.0,2.3
1246.0,CE,KS,TQK,Scott City,Scott City Municipal,GA,None,33.0,11.0,2.0
1279.0,CE,KS,CNU,Chanute,Chanute Martin Johnson,GA,None,29.0,1445.0,-0.9799
1286.0,CE,KS,ULS,Ulysses,Ulysses,GA,None,29.0,2.0,13.5
1321.0,CE,KS,MEJ,Meade,Meade Municipal,GA,None,25.0,0.0,0.0
1360.0,CE,KS,3K8,Coldwater,Comanche County,GA,None,22.0,0.0,0.0
1366.0,CE,KS,EHA,Elkhart,Elkhart-Morton County,GA,None,22.0,5.0,3.4
1384.0,CE,KS,EWK,Newton,Newton-City-County,GA,None,21.0,16.0,0.3125
1390.0,CE,KS,RPB,Belleville,Belleville Municipal,GA,None,21.0,0.0,0.0
1411.0,CE,KS,36K,Lakin,Lakin,GA,None,19.0,0.0,0.0
1425.0,CE,KS,PTT,Pratt,Pratt Industrial,GA,None,19.0,6.0,2.1667
1434.0,CE,KS,CFV,Coffeyville,Coffeyville Municipal,GA,None,18.0,2.0,8.0
1439.0,CE,KS,LQR,Larned,Larned-Pawnee County,GA,None,18.0,1.0,17.0
1442.0,CE,KS,OEL,Oakley,Oakley Municipal,GA,None,18.0,0.0,0.0
1492.0,CE,KS,0H1,Wakeeney,Trego Wakeeney,GA,None,14.0,0.0,0.0
1493.0,CE,KS,1K9,Satanta,Satanta Municipal,GA,None,14.0,0.0,0.0
1495.0,CE,KS,5K2,Tribune,Tribune Municipal,GA,None,14.0,10.0,0.4
1504.0,CE,KS,NRN,Norton,Norton Municipal,GA,None,14.0,0.0,0.0
1519.0,CE,KS,3K3,Syracuse,Syracuse-Hamilton County Municipal,GA,None,13.0,0.0,0.0
1564.0,CE,KS,RSL,Russell,Russell Municipal,GA,None,12.0,1.0,11.0
1577.0,CE,KS,CNK,Concordia,Blosser Municipal,GA,None,11.0,0.0,0.0
1611.0,CE,KS,EMP,Emporia,Emporia Municipal,GA,None,10.0,0.0,0.0
1622.0,CE,KS,K79,Jetmore,Jetmore Municipal,GA,None,10.0,0.0,0.0
1623.0,CE,KS,K82,Smith Center,Smith Center Municipal,GA,None,10.0,0.0,0.0
1629.0,CE,KS,OIN,Oberlin,Oberlin Municipal,GA,None,10.0,0.0,0.0
1681.0,CE,KS,9K7,Ellsworth,Ellsworth Municipal,GA,None,8.0,0.0,0.0
1928.0,CE,KS,K88,Iola,Allen County,GA,None,4.0,0.0,0.0
1939.0,CE,KS,MYZ,Marysville,Marysville Municipal,GA,None,4.0,0.0,0.0
1944.0,CE,KS,PTS,Pittsburg,Atkinson Municipal,GA,None,4.0,51.0,-0.9216
1974.0,CE,KS,3JC,Junction City,Freeman Field,GA,None,3.0,3.0,0.0
1988.0,CE,KS,BEC,Wichita,Beech Factory,GA,None,3.0,3.0,0.0
2018.0,CE,KS,PHG,Phillipsburg,Phillipsburg Municipal,GA,None,3.0,3.0,0.0
2047.0,CE,KS,2K3,Johnson,Stanton County Municipal,GA,None,2.0,0.0,0.0
2055.0,CE,KS,3TA,Stafford,Stafford Municipal,GA,None,2.0,0.0,0.0
2176.0,CE,KS,3K7,Leoti,Mark Hoard Memorial,GA,None,1.0,0.0,0.0
2217.0,CE,KS,EQA,El Dorado,Captain Jack Thomas/El Dorado,GA,None,1.0,1.0,0.0
2228.0,CE,KS,HLC,Hill City,Hill City Municipal,GA,None,1.0,2.0,-0.5
2237.0,CE,KS,K61,Beloit,Moritz Memorial,GA,None,1.0,0.0,0.0
2238.0,CE,KS,K78,Abilene,Abilene Municipal,GA,None,1.0,0.0,0.0
2239.0,CE,KS,K81,Paola,Miami County,GA,None,1.0,0.0,0.0
2273.0,CE,KS,SN79,Kansas City,Municipal Office Building,GA,None,1.0,0.0,0.0
32.0,SO,KY,CVG,Greater Cincinnati International Airport,Cincinnati/Northern Kentucky International,P,M,6648600.0,7728069.0,-0.1397
66.0,SO,KY,SDF,Louisville,Louisville International-Standiford Field,P,M,1845317.0,1912495.0,-0.0351
118.0,SO,KY,LEX,Lexington,Blue Grass,P,S,496384.0,520760.0,-0.0468
331.0,SO,KY,PAH,Paducah,Barkley Regional,P,N,21654.0,24537.0,-0.1175
341.0,SO,KY,HOP,Fort Campbell,Campbell AAF (Fort Campbell),GA,None,18639.0,14214.0,0.3113
744.0,SO,KY,BWG,Bowling Green,Bowling Green-Warren County Regional,GA,None,591.0,411.0,0.438
951.0,SO,KY,BRY,Bardstown,Samuels Field,GA,None,132.0,8.0,15.5
956.0,SO,KY,LOU,Louisville,Bowman Field,GA,None,130.0,131.0,-0.0076
970.0,SO,KY,IOB,Mount Sterling,Mount Sterling-Montgomery County,GA,None,118.0,0.0,0.0
995.0,SO,KY,OWB,Owensboro,Owensboro-Daviess County,GA,None,103.0,838.0,-0.8771
1096.0,SO,KY,PBX,Pikeville,Pike County-Hatcher Field,GA,None,60.0,14.0,3.2857
1170.0,SO,KY,HVC,Hopkinsville,Hopkinsville-Christian County,GA,None,43.0,17.0,1.5294
1175.0,SO,KY,DWU,Worthington,Ashland Regional,GA,None,42.0,10.0,3.2
1247.0,SO,KY,27K,Georgetown,Georgetown Scott County - Marshall Field,GA,None,32.0,10.0,2.2
1305.0,SO,KY,20KY,Verona,Madi's Meadows,GA,None,26.0,0.0,0.0
1343.0,SO,KY,2I0,Madisonville,Madisonville Municipal,GA,None,23.0,25.0,-0.08
1352.0,SO,KY,K22,Debord,Big Sandy Regional,GA,None,23.0,28.0,-0.1786
1414.0,SO,KY,DVK,Danville,Stuart Powell Field,GA,None,19.0,8.0,1.375
1427.0,SO,KY,SME,Somerset,Lake Cumberland Regional,GA,None,19.0,15.0,0.2667
1477.0,SO,KY,FFT,Frankfort,Capital City,GA,None,15.0,5.0,2.0
1610.0,SO,KY,EKX,Elizabethtown,Addington Field,GA,None,10.0,20.0,-0.5
1614.0,SO,KY,GLW,Glasgow,Glasgow Municipal,GA,None,10.0,18.0,-0.4444
1624.0,SO,KY,LOZ,London,London-Corbin Airport-Magee Field,GA,None,10.0,5.0,1.0
1647.0,SO,KY,AAS,Campbellsville,Taylor County,GA,None,9.0,6.0,0.5
1658.0,SO,KY,K20,Hazard,Wendell H Ford,GA,None,9.0,15.0,-0.4
1687.0,SO,KY,CEY,Murray,Kyle-Oakley Field,GA,None,8.0,4.0,1.0
1693.0,SO,KY,EHR,Henderson,Henderson City-County,GA,None,8.0,41.0,-0.8049
1779.0,SO,KY,6I2,Springfield,Lebanon-Springfield,GA,None,6.0,7.0,-0.1429
1862.0,SO,KY,M25,Mayfield,Mayfield Graves County,GA,None,5.0,9.0,-0.4444
1923.0,SO,KY,FGX,Flemingsburg,Fleming-Mason,GA,None,4.0,35.0,-0.8857
1965.0,SO,KY,1A6,Middlesboro,Middlesboro-Bell County,GA,None,3.0,0.0,0.0
1980.0,SO,KY,4M7,Russellville,Russellville-Logan County,GA,None,3.0,0.0,0.0
2027.0,SO,KY,TWT,Sturgis,Sturgis Municipal,GA,None,3.0,0.0,0.0
2119.0,SO,KY,K24,Jamestown,Russell County,GA,None,2.0,0.0,0.0
2124.0,SO,KY,M20,Leitchfield,Grayson County,GA,None,2.0,0.0,0.0
2158.0,SO,KY,W38,Williamsburg,Williamsburg-Whitley County,GA,None,2.0,1.0,1.0
2234.0,SO,KY,JKL,Jackson,Julian Carroll,GA,None,1.0,0.0,0.0
49.0,SW,LA,MSY,Metairie,Louis Armstrong New Orleans International,P,M,3990374.0,3770246.0,0.0584
127.0,SW,LA,BTR,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",P,S,416568.0,482253.0,-0.1362
154.0,SW,LA,SHV,Shreveport,Shreveport Regional,P,N,283624.0,307312.0,-0.0771
175.0,SW,LA,LFT,Lafayette,Lafayette Regional,P,N,210020.0,219442.0,-0.0429
200.0,SW,LA,AEX,Alexandria,Alexandria International,P,N,142223.0,145761.0,-0.0243
226.0,SW,LA,MLU,Monroe,Monroe Regional,P,N,88229.0,109011.0,-0.1906
268.0,SW,LA,LCH,Lake Charles,Lake Charles Regional,P,N,50984.0,56134.0,-0.0917
453.0,SW,LA,HUM,Houma,Houma-Terrebonne,GA,None,5529.0,43.0,127.5814
590.0,SW,LA,0R3,Abbeville,Abbeville Chris Crusta Memorial,GA,None,2003.0,4.0,499.75
616.0,SW,LA,PTN,Patterson,Harry P Williams Memorial,GA,None,1772.0,309.0,4.7346
636.0,SW,LA,NBG,New Orleans,New Orleans NAS Jrb/Alvin Callender Field/,GA,None,1530.0,32.0,46.8125
675.0,SW,LA,BAD,Bossier City,Barksdale AFB,GA,None,1093.0,1041.0,0.05
792.0,SW,LA,NEW,New Orleans,Lakefront,GA,None,393.0,363.0,0.0826
836.0,SW,LA,65LA,Belle Chasse,Southern Seaplane,GA,None,300.0,0.0,0.0
870.0,SW,LA,HDC,Hammond,Hammond Northshore Regional,GA,None,225.0,9.0,24.0
926.0,SW,LA,ARA,New Iberia,Acadiana Regional,GA,None,150.0,9.0,15.6667
1127.0,SW,LA,DTN,Shreveport,Shreveport Downtown,GA,None,51.0,67.0,-0.2388
1128.0,SW,LA,IER,Natchitoches,Natchitoches Regional,GA,None,51.0,0.0,0.0
1146.0,SW,LA,TVR,Tallulah,Vicksburg Tallulah Regional,GA,None,48.0,7.0,5.8571
1171.0,SW,LA,L31,Covington,St. Tammany Regional,GA,None,43.0,115.0,-0.6261
1432.0,SW,LA,ASD,Slidell,Slidell,GA,None,18.0,0.0,0.0
1654.0,SW,LA,GAO,Galliano,South Lafourche Leonard Miller Jr,GA,None,9.0,3.0,2.0
1706.0,SW,LA,OPL,Opelousas,St Landry Parish-Ahart Field,GA,None,8.0,0.0,0.0
1781.0,SW,LA,ACP,Oakdale,Allen Parish,GA,None,6.0,0.0,0.0
1893.0,SW,LA,3R7,Jennings,Jennings,GA,None,4.0,0.0,0.0
1950.0,SW,LA,RSN,Ruston,Ruston Regional,GA,None,4.0,0.0,0.0
2000.0,SW,LA,DRI,DeRidder,Beauregard Regional,GA,None,3.0,6.0,-0.5
2008.0,SW,LA,L38,Gonzales,Louisiana Regional,GA,None,3.0,0.0,0.0
2090.0,SW,LA,CWF,Lake Charles,Chennault International,GA,None,2.0,0.0,0.0
19.0,NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,12820489.0,13783297.0,-0.0699
163.0,NE,MA,ACK,Nantucket,Nantucket Memorial,P,N,258214.0,282197.0,-0.085
180.0,NE,MA,HYA,Hyannis,Barnstable Municipal-Boardman/Polando Field,P,N,191906.0,204152.0,-0.06
277.0,NE,MA,MVY,Vineyard Haven,Marthas Vineyard,P,N,45002.0,49205.0,-0.0854
358.0,NE,MA,CEF,Springfield/Chicopee,Westover ARB/Metropolitan,P,N,15771.0,17839.0,-0.1159
366.0,NE,MA,EWB,New Bedford,New Bedford Regional,P,N,13908.0,14567.0,-0.0452
387.0,NE,MA,PVC,Provincetown,Provincetown Municipal,P,N,11468.0,12459.0,-0.0795
421.0,NE,MA,BED,Bedford,Laurence G Hanscom Field,CS,None,8385.0,16568.0,-0.4939
522.0,NE,MA,ORH,Worcester,Worcester Regional,GA,None,3182.0,460.0,5.9174
784.0,NE,MA,BAF,Westfield,Barnes Municipal,GA,None,419.0,25.0,15.76
972.0,NE,MA,PYM,Plymouth,Plymouth Municipal,GA,None,118.0,1240.0,-0.9048
998.0,NE,MA,BVY,Beverly,Beverly Municipal,GA,None,102.0,159.0,-0.3585
1110.0,NE,MA,PSF,Pittsfield,Pittsfield Municipal,GA,None,56.0,74.0,-0.2432
1234.0,NE,MA,LWM,Lawrence,Lawrence Municipal,GA,None,34.0,14.0,1.4286
1254.0,NE,MA,OWD,Norwood,Norwood Memorial,GA,None,32.0,112.0,-0.7143
1417.0,NE,MA,FIT,Fitchburg,Fitchburg Municipal,GA,None,19.0,1.0,18.0
1543.0,NE,MA,AQW,North Adams,Harriman-And-West,GA,None,12.0,4.0,2.0
1574.0,NE,MA,7B2,Northampton,Northampton,GA,None,11.0,9.0,0.2222
1716.0,NE,MA,1B9,Mansfield,Mansfield Municipal,GA,None,7.0,6.0,0.1667
1768.0,NE,MA,1B2,Edgartown,Katama Airpark,GA,None,6.0,0.0,0.0
2138.0,NE,MA,ORE,Orange,Orange Municipal,GA,None,2.0,0.0,0.0
2174.0,NE,MA,3B0,Southbridge,Southbridge Municipal,GA,None,1.0,0.0,0.0
23.0,EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshal,P,L,10215225.0,10487789.0,-0.026
257.0,EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,58863.0,60521.0,-0.0274
498.0,EA,MD,ADW,Camp Springs,Andrews AFB,GA,None,3669.0,2753.0,0.3327
621.0,EA,MD,HGR,Hagerstown,Hagerstown Regional-Richard A Henson Field,GA,None,1696.0,2710.0,-0.3742
680.0,EA,MD,NHK,Patuxent River Naval Air Test Center,Patuxent River NAS/Trapnell Field/,GA,None,1014.0,1232.0,-0.1769
922.0,EA,MD,MTN,Middle River,Martin State,GA,None,156.0,152.0,0.0263
1001.0,EA,MD,4MD,Baltimore,Pier 7,GA,None,101.0,0.0,0.0
1012.0,EA,MD,ESN,Easton,Easton/Newnam Field,GA,None,97.0,447.0,-0.783
1079.0,EA,MD,FDK,Frederick,Frederick Municipal,GA,None,65.0,35.0,0.8571
1109.0,EA,MD,OXB,Ocean City,Ocean City Municipal,GA,None,56.0,16.0,2.5
1163.0,EA,MD,APG,Aberdeen Proving Ground (U.S. Army),Phillips AAF,GA,None,44.0,2.0,21.0
1280.0,EA,MD,GAI,Gaithersburg,Montgomery County Airpark,GA,None,29.0,36.0,-0.1944
1358.0,EA,MD,0MD3,Baltimore,The Johns Hopkins Hospital,GA,None,22.0,0.0,0.0
1530.0,EA,MD,MD71,Baltimore,University of Maryland Shock Trauma Center,GA,None,13.0,0.0,0.0
1552.0,EA,MD,FME,Odenton,Tipton,GA,None,12.0,4.0,2.0
1674.0,EA,MD,W32,Clinton,Washington Executive/Hyde Field,GA,None,9.0,3.0,2.0
1726.0,EA,MD,CGE,Cambridge,Cambridge-Dorchester,GA,None,7.0,35.0,-0.8
1792.0,EA,MD,DMW,Westminster,Carroll County Regional/Jack B Poage Field,GA,None,6.0,16.0,-0.625
1831.0,EA,MD,W18,Laurel,Suburban,GA,None,6.0,0.0,0.0
1838.0,EA,MD,2W5,Indian Head,Maryland,GA,None,5.0,0.0,0.0
1972.0,EA,MD,2W6,Leonardtown,St. Mary's County Regional,GA,None,3.0,10.0,-0.7
1987.0,EA,MD,ANP,Annapolis,Lee,GA,None,3.0,4.0,-0.25
2030.0,EA,MD,W29,Stevensville,Bay Bridge,GA,None,3.0,2.0,0.5
2046.0,EA,MD,2G4,Oakland,Garrett County,GA,None,2.0,0.0,0.0
2066.0,EA,MD,7MD9,Tilghman,Tilghman Whipp,GA,None,2.0,0.0,0.0
2168.0,EA,MD,12MD,Baltimore,St. Agnes Health Care,GA,None,1.0,0.0,0.0
2179.0,EA,MD,4MD9,Owings Mills,St John,GA,None,1.0,0.0,0.0
2204.0,EA,MD,CBE,Cumberland,Greater Cumberland Regional,GA,None,1.0,4.0,-0.75
2206.0,EA,MD,CGS,College Park,College Park,GA,None,1.0,1.0,0.0
94.0,NE,ME,PWM,Portland,Portland International Jetport,P,S,876102.0,819995.0,0.0684
143.0,NE,ME,BGR,Bangor,Bangor International,P,N,355508.0,346688.0,0.0254
367.0,NE,ME,RKD,Rockland,Knox County Regional,P,N,13866.0,15064.0,-0.0795
372.0,NE,ME,PQI,Presque Isle,Northern Maine Regional Airport at Presque Isle,P,N,13385.0,15591.0,-0.1415
400.0,NE,ME,BHB,Bar Harbor,Hancock County-Bar Harbor,P,N,10562.0,10953.0,-0.0357
